,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"Press Release @FairfieldADAMH 
Fairfield County ADAMH welcomes new service provider
https://t.co/EQJsRV4HE5",2022-11-10 03:57:05.734827,1590370441868496896,2022-11-09 15:47:15+00:00,0.0,0.0,0.0,0.0,,,webchickcom,411,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.405604749917984
1,"Press Release @FairfieldADAMH 
Fairfield County ADAMH welcomes new service provider
https://t.co/Cy7UPWobKB",2022-11-10 03:57:05.734856,1590370422037434368,2022-11-09 15:47:10+00:00,0.0,0.0,0.0,0.0,,,fairfieldco,1505,"(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR peers victoria resources society OR substance uvic OR vreb OR victoria harbour cats OR coordinated access ""and"" assessment OR low income OR service provider OR alcoholic OR evicted OR poor OR thief) lang:en -is:retweet",900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.4083483815193176
2,"Welcome Class of 2027 Elam Rahman (@RahmanElam) of North Gwinnett Middle School to the @PrepRedzoneNEXT Camp on 1-28 @ Silverbacks Park. 

🔥🏈 #PRZNextSoutheast 🏈🔥

Register NOW! 👇  https://t.co/bcJIvf6KoF https://t.co/L8X0ZhSGVR",2022-11-10 03:57:07.982607,1590438268457426957,2022-11-09 20:16:46+00:00,0.0,0.0,0.0,0.0,,,PrepRedzoneNext,11636,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.3573586642742157
3,Was a fun game until late when North Park ran away. Leaving to the dulcet tones of Sweet Home Chicago by the Blues Brothers. https://t.co/SYJp8XhHC6,2022-11-10 03:57:12.851450,1590535554680037376,2022-11-10 02:43:21+00:00,0.0,0.0,0.0,0.0,,,pnutprez,52,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.376261293888092
4,"5795 HOLIDAY PARK BOULEVARD, NORTH PORT, FL in NORTH PORT is now Under Contract. 👍🏼 💰 

When this home is sold, it will affect YOUR home's value. 🏡 📈 

https://t.co/0PIn7YAaYw https://t.co/rD6tHfjimU",2022-11-10 03:57:12.851475,1590525169743065088,2022-11-10 02:02:05+00:00,0.0,0.0,0.0,0.0,,,KristineSellsFL,2,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.4014553427696228
5,"'25 RB D'Andre Hardeman, Jr. (@28Problemz_) of Galena Park North Shore takes home an Incarnate Word offer. #TheWordhttps://t.co/S1U1XvUaMF https://t.co/nhIDoEijFg Beyond BLESSED and THANKFUL to have EARNED my 2nd D1 offer from The University of Incarnate Word!! @TeamKamMartin @Elisa2002 @LLAJ80 @RecruitEastside @Perroni247 @CKennedy247 @247Hudson @RivalsNick @RivalsCole https://t.co/lclwIsVvO0",2022-11-10 03:57:12.917593,1590523636175491073,2022-11-10 01:56:00+00:00,0.0,0.0,0.0,0.0,,,TFloss32,7905,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.3996527791023254
6,See a virtual tour of my listing on 1139 Fairfield Ave #Windsor #CO  #realestate https://t.co/CSGo4mzTxY https://t.co/yG3gtTuHhb,2022-11-10 03:57:12.917621,1590504814579957760,2022-11-10 00:41:12+00:00,0.0,0.0,0.0,0.0,,,Doble_Myers,22,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.3541465103626251
7,We are looking for a buyer on 1655 Hemlock St #Fairfield #CA  #realestate https://t.co/NfU1MEQK1i https://t.co/yxhgkHUIun,2022-11-10 03:57:12.917630,1590495491485097984,2022-11-10 00:04:09+00:00,0.0,0.0,0.0,0.0,,,UNBROKERAGE,111,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.3587610125541687
8,"Harrison vs Deer Park || North Carolina High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : https://t.co/4Lf4X9rWRF
The Deer Park (Cincinnati, OH) varsity basketball team has a home non-conference game vs. Harrison (OH) today @ 6p.",2022-11-10 03:57:12.917638,1590485050482896896,2022-11-09 23:22:40+00:00,0.0,0.0,0.0,0.0,,,kisshunter3,5,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.3627648055553436
9,Waleed Aly and mayor face off after ISIS brides return home https://t.co/sS1DxMllXx @MailOnline,2022-11-10 03:57:12.917646,1590481476780716032,2022-11-09 23:08:28+00:00,0.0,0.0,0.0,0.0,,,Annadon58314738,308,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3466165363788605
