,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"“Poverty is the enemy, not inequality.” — Yeonmi Park, North Korean defector",2022-09-30 05:01:03.942609,1575684167253504000,2022-09-30 03:09:14+00:00,0.0,0.0,0.0,0.0,,,shaunpmartin,478,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.364325612783432
1,"SHEFFIELD Are You Ready For Winter Cricket Coaching Camp? Coaching Drills Designed By Former England Internationals &amp; ECB Certified Coaches. Sign Up Now: https://t.co/9B51hiQxRX

📍 Sheffield Park Academy, Sports Hall, Beaumont Road North S2 1SN

#Sheffield #Worksop #Chesterfield https://t.co/Vpptn804Pp",2022-09-30 05:01:03.942645,1575594632863358978,2022-09-29 21:13:28+00:00,0.0,0.0,0.0,0.0,,,ICMMasters,595,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aceh OR city of langford OR greater victoria housing society OR quadra village community centre OR tenant action group victoria OR town of view royal OR victoria native friendship centre OR couch surfing OR peer housing support OR subsidized housing OR camp OR evicition OR poverty OR unhoused) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3603943586349487
2,"This morning the province announced that beginning Saturday, the emergency overnight shelter at Brunswick Street Mission will continue operating at 2029 North Park. 25 beds, showers, laundry, meals, programming, staffed by 902 Man Up. By mid-Nov it will be open 24/7 with 40 beds.",2022-09-30 05:01:06.270326,1575475414788718593,2022-09-29 13:19:44+00:00,1.0,1.0,34.0,12.0,,,OTC_outreach,110,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3730848729610443
3,"Citizen Advocates will be out in the community this Saturday, Oct. 1. Stop &amp; see us @
• Titus Mtn Oktoberfest – Malone
• Adirondack North Country Pride Celebration – Trinity Park, Plattsburgh
• Stop Domestic Violence Fall Fest – Flanders Field, Tupper Lake https://t.co/Su5cW7GABH",2022-09-30 05:01:06.270349,1575471644986019840,2022-09-29 13:04:45+00:00,0.0,0.0,1.0,1.0,,,CitzenAdvocates,103,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR red cedar café OR the backpack project OR township of esquimalt OR victoria placemaking OR emergency housing OR peer housing support program OR temporary housing OR camper OR evict OR shelter OR violence) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3658982813358307
4,Escambia County deputies investigating homicide near homeless camp off of Fairfield Drive https://t.co/zmaCPX3DWb,2022-09-30 05:01:11.451956,1575604975463538703,2022-09-29 21:54:34+00:00,0.0,0.0,0.0,0.0,,,stuarwebb2,728,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3731568455696106
5,The Escambia County Sheriff's Office is investigating a homicide near a homeless camp after a man was found with a single gunshot wound late Wednesday night. https://t.co/2dkD8v4AVW,2022-09-30 05:01:11.451977,1575604001596268544,2022-09-29 21:50:41+00:00,0.0,0.0,2.0,1.0,,,weartv,84952,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3779614865779876
6,"@red_calum Need minimum of 5 metres clearance for M8 cutting, but due to the North Clyde Line under Kent Road it humps to 3 metres. However I think we should construct buildings on cap over M8 between Bath and Sauchiehall Streets to fund a raised platform park deck in front of the Mitchell. https://t.co/qMUV4ysmf0",2022-09-30 05:01:13.761048,1575584099351158784,2022-09-29 20:31:36+00:00,1.0,1.0,7.0,0.0,,,PaulJSweeney,28397,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3744353950023651
7,"#Browns tailgate guide

Muni: Painesville, Medina, Willoughby, North Royalton, Elyria, Chardon 
The Pit: Tremont, East Cleveland, Hudson, Euclid
W6th: Lakewood, West Park, Fairview
E9th Winking Lizard: Bay, Westlake, Avon
Parma: Parma",2022-09-30 05:01:13.761071,1575455598002438144,2022-09-29 12:00:59+00:00,0.0,1.0,2.0,0.0,,,claytona400,437,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3544164597988128
8,"@handheldbanana @RomanP11 @baseballcrank Umm yes it is! Real estate is about metro areas.  If people in Nassau county or Westchester county or Fairfield county block apartments from being built, it reduces the amount of housing that can be built in reasonable commuting distance. Median metro rents always include suburbs",2022-09-30 05:01:16.229123,1575671085080551424,2022-09-30 02:17:15+00:00,0.0,0.0,1.0,0.0,,,cobra0483,84,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (bc housing OR downtown victoria business association OR makola housing society OR safer victoria OR the john howard society of victoria OR vibrant victoria OR workbc OR front line worker OR pit count OR addict OR crime OR housing OR stolen) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3700700402259826
9,North Randall Police investigating shooting | https://t.co/IuGpJ8zVHg https://t.co/31kxLXNpjW,2022-09-30 05:01:16.229130,1575621250487291904,2022-09-29 22:59:14+00:00,0.0,0.0,0.0,0.0,,,GivnerJames,0,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (bc housing OR downtown victoria business association OR makola housing society OR safer victoria OR the john howard society of victoria OR vibrant victoria OR workbc OR front line worker OR pit count OR addict OR crime OR housing OR stolen) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3670311570167541
