,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"Happy Friday #Colwood time for a weekend of fun and fresh air! 

🌞 Music at City Hall tonight from 6-8 pm
🌞 Friday - Sunday Beach Food 12-7pm on Ocean Blvd
🌞 Saturday Music at the Beach 5-7pm

We hope you'll join us! https://t.co/z1mIfSWriB https://t.co/1ngKulBVyV",2022-08-21 03:58:17.847661,1560748456951545856,2022-08-19 22:00:04+00:00,0.0,0.0,8.0,5.0,,,cityofcolwood,3412,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.3695244491100311
1,"Rudy and Sidney prevail in the bogus law suit brought on by Dominion, the election fraud machine’s attempt ! No reports by laim streamer media ! Shelter’s demise is to be applauded .",2022-08-21 03:58:22.666867,1561055022510755843,2022-08-20 18:18:15+00:00,0.0,0.0,3.0,1.0,,,BillyDTalley,2737,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4226965010166168
2,"@Chun_FN @sidney_ella @ForeverWILlN_ Oh you poor, poor soul! You retweet stuff in hopes for a giveaway? I will refrain from saying anything to you from this moment on. Have a beautiful day you poverty stricken ray of insignificant bowel movements.",2022-08-21 03:58:22.666904,1560827434521460736,2022-08-20 03:13:53+00:00,1.0,1.0,0.0,0.0,,,aspectseffects,6,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4295996129512787
3,"“Being poor is only romantic in books.”

——— Sidney Sheldon",2022-08-21 03:58:22.666911,1560737231341400064,2022-08-19 21:15:27+00:00,0.0,0.0,4.0,0.0,,,IfrahAyzal,7366,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4210920333862304
4,"Super happy to #welcome Landito to #SidlotteFanfiction 
It’s quite a thing to go ‘live’ 
👏👏👏

And here’s the #UPDATE from @TLandin 

Shelter Luv- Twists And Turns 

https://t.co/YlFvd5ryM8

As Charlotte recovers, Sidney gets those threads sorted

#Reading #SidlotteForever https://t.co/OTU8F0WJXa",2022-08-21 03:58:22.666918,1560681350302162946,2022-08-19 17:33:24+00:00,1.0,0.0,7.0,5.0,,,SidlotteFanFic,246,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.3697920441627502
5,"Ok  here's  some  of  the  flowers  I  have  named,  besides  my  Dahlia  flowers  because  they  didn't  grow  :(

Left  to  right:  Sidney,  Laurie,  and  Helen.  The  wind  knocked  poor  Sidney  over,  but  she's  still  alive! https://t.co/Y2pYv5W43e",2022-08-21 03:58:22.742448,1560600790225616897,2022-08-19 12:13:17+00:00,1.0,0.0,0.0,0.0,,,CrowIsWeird,200,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.3839546144008636
6,"#PLLOriginalSin 

Davie wrote in her will that if she died, Imogen would go to Sidney Haworthe instead of her own father because wasn't gonna be a good father and basically hadn't been there her whole life??? wth, poor Imogen 😭😭😭😭😭",2022-08-21 03:58:22.742458,1560565920124153858,2022-08-19 09:54:43+00:00,0.0,0.0,0.0,0.0,,,supermormongirl,2469,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4123649895191192
7,"@ChrisMurphyCT @johnastoehr https://t.co/D0g7pzmuhX Today’s Republican Party should be irrevocably disbanded. Their corrupt, illegal attacks on Voting Rights/Voting Integrity, spreading of dangerous disinformation, and stoking of violence marks them as a homegrown terrorist org.",2022-08-21 03:58:27.475642,1560802218848260106,2022-08-20 01:33:41+00:00,0.0,0.0,0.0,0.0,,,BobbiefromIL,313,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4090626239776611
8,"If you're in Newcastle, please look to attend this. We should look to be defend our communities from the violence of capitalism always. Solidarity with the people of 151 Sidney Grove. https://t.co/MunTj5Y88U ❌ For NCL folk, with the eviction date being on the 23rd August, we are organising eviction resistance training at Nunsmoor Park this Sunday at 2pm It will be a rehearsal of what might occur on the day of the eviction and what we can do to stop it! DM us if you can attend 🙋🏽‍♀️",2022-08-21 03:58:27.532680,1560716467003326465,2022-08-19 19:52:57+00:00,0.0,0.0,7.0,5.0,,,NEAnarchoGroup,2864,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.376415491104126
9,"@SaddleTramp14 @i_corgihuahua @VetteJunky @Benno_Tallent @DineshDSouza I mean in her own words…

https://t.co/LZOeSkHKb6",2022-08-21 03:58:32.249371,1560672610727342082,2022-08-19 16:58:40+00:00,0.0,0.0,1.0,0.0,,,Dave845c,30,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Neutral,0.4012238979339599
