,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
0,"Irrigation Technician I - District of Saanich (Saanich, BC) https://t.co/pxlSjwFnGn",2023-01-21 03:19:55.503083,1616492908089339904,2023-01-20 17:48:36+00:00,0.0,0.0,0.0,0.0,,,Jeff_C_Bateman,183,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.3953230381011963
1,"Bylaw Officer I (Parking Enforcement) - District of Saanich (Saanich, BC) https://t.co/GgdNN9r0x6",2023-01-21 03:19:55.503089,1616492897330921473,2023-01-20 17:48:34+00:00,0.0,0.0,0.0,0.0,,,NorthSaanich,682,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.4029153883457184
2,"Legal Assistant - District of Saanich (Saanich, BC) https://t.co/GvzmISAIYF",2023-01-21 03:19:55.503095,1616237833852944386,2023-01-20 00:55:02+00:00,0.0,0.0,0.0,0.0,,,greenhousecan,2283,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.3960326313972473
3,Screengrabs from this Monday's COW presentations from the Sooke Homeless Coalition (sharing its first Strategic Plan) and @RoyalRoads grad student Ekaterina Moiseeva (a pre and post-visit survey of first-time Sooke tourists). More on my FB page: https://t.co/BKVQzGL478 https://t.co/itzPvHZDHK,2023-01-21 03:19:55.503102,1616222894882959360,2023-01-19 23:55:40+00:00,0.0,0.0,1.0,0.0,,,VictoriaWorkBC,2506,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.3911122977733612
4,@OurSacredGrove Wow! I have been up at Sean Hill here in North West Vic on the Murray River! Those huge skies from horizon to horizon we need to see that everyday to remind us of the cosmic place of our planet &amp; how tiny we really are! Sunset from home! I can see those eternal skies untrue pic! https://t.co/vHLkfp6boA,2023-01-21 03:19:58.250449,1615998575313563651,2023-01-19 09:04:18+00:00,1.0,0.0,7.0,1.0,,,janettj777,1352,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.4046334028244018
5,"Cleaner heating could net building owners tax relief in Saanich, if plan proceeds https://t.co/jCXh1M2jal via @timescolonist  #housing #realestate",2023-01-21 03:20:00.976965,1616092680114798592,2023-01-19 15:18:15+00:00,0.0,0.0,0.0,1.0,,,JackieNgai,1451,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.4020228981971741
6,@david_mccraw No. Go wild camping in the Highlands of Scotland. Preferably on a bicycle if you can.,2023-01-21 03:20:03.647632,1616131835267792896,2023-01-19 17:53:50+00:00,0.0,0.0,1.0,0.0,,,clivevpotter,312,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.4079118371009826
7,"…from the Scottish highlands, the Irish mountains &amp; coasts. From the days of Celtic &amp; Gaelic tribes and polytheism &amp; faeries &amp; monsters &amp; magic. It still lives here in the shelter of the Appalachian mountains who recognized the light of life in our souls, like calls to like.",2023-01-21 03:20:03.647638,1616052741427675137,2023-01-19 12:39:33+00:00,1.0,0.0,27.0,0.0,,,evelynhudson90,637,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.4021009802818298
8,"@tonyannett Because movies and TV tell human stories which necessarily tap into man's confrontation with his mortality. ""There's so much violence in Macbeth! Couldn't Shakespeare have just written about a pleasant walk through the Highlands?"" But this is just ""timely"" seamless garment crap.",2023-01-21 03:20:09.432396,1616441424442187776,2023-01-20 14:24:02+00:00,0.0,0.0,0.0,0.0,,,carlhammersburg,470,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,negative,0.3987475633621216
9,"A shooting sent multiple schools into lockdown as police descended onto the Highlands Thursday afternoon, leading to a person detained, according to Longview police spokesperson Branded McNew. https://t.co/1LKlSChGOI",2023-01-21 03:20:09.432402,1616236824677982209,2023-01-20 00:51:01+00:00,0.0,0.0,0.0,0.0,,,Dunedin_Media,16136,"(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west,neutral,0.345084547996521
